fraud_case_id,fraud_type_id,detection_date,detection_timestamp,detection_method,ml_confidence_score,subscriber_key,msisdn,suspected_amount,actual_loss,prevented_loss,status,resolution_type,resolution_date,investigating_team,city,risk_score,is_repeat_offender
9161,8,2025-09-19,2025-09-19 14:17:00,Rule Engine,,12532,447416497209,24824.86,14038.62,9713.73,Escalated,,,Revenue Assurance,Belfast,61,False
9162,10,2025-02-10,2025-02-10 15:26:00,Rule Engine,,8672,447947115711,1480.43,0.0,1480.43,Resolved,Account Blocked,2025-02-21,External Partner,Sheffield,64,False
9163,4,2025-02-16,2025-02-16 08:52:00,Rule Engine,,12880,447625453129,661.94,0.0,661.94,Confirmed,Refund Issued,,Security,Bristol,70,False
9164,12,2026-01-30,2026-01-30 16:58:00,Rule Engine,,16346,447650948459,1894.36,877.19,762.43,False Positive,,,External Partner,Glasgow,90,False
9165,10,2025-05-15,2025-05-15 15:43:00,ML Model,0.9,28593,447746897233,445.27,0.0,445.27,Confirmed,Customer Warned,,Fraud Ops,Belfast,80,True
9166,1,2025-06-07,2025-06-07 23:31:00,ML Model,0.89,2031,447829982422,2068.57,0.0,2068.57,Confirmed,Refund Issued,,Security,Birmingham,78,False
9167,9,2025-02-12,2025-02-12 11:38:00,ML Model,0.82,2511,447953498678,982.41,0.0,982.41,Resolved,Account Blocked,2025-02-16,Fraud Ops,Bristol,86,False
9168,3,2026-02-20,2026-02-20 02:28:00,Rule Engine,,29328,447947319419,44734.89,0.0,44734.89,Detected,,,Revenue Assurance,London,71,False
9169,12,2025-11-20,2025-11-20 11:03:00,ML Model,0.97,7539,447776789418,1361.55,0.0,1361.55,Resolved,Customer Warned,2025-11-22,Security,Birmingham,62,False
9170,5,2025-02-03,2025-02-03 11:30:00,Partner Alert,,1955,447448664926,7037.41,0.0,7037.41,Resolved,Refund Issued,2025-03-02,Fraud Ops,Edinburgh,99,True
9171,8,2026-01-31,2026-01-31 07:57:00,Customer Report,,15600,447968779998,28794.99,0.0,28794.99,Confirmed,Account Blocked,,Revenue Assurance,Cardiff,61,False
9172,4,2025-10-15,2025-10-15 11:44:00,ML Model,0.9,18725,447110780739,200.31,0.0,200.31,Resolved,Customer Warned,2025-11-05,Revenue Assurance,Southampton,73,False
9173,2,2025-08-30,2025-08-30 02:40:00,ML Model,0.71,3094,447617906427,2689.89,0.0,2689.89,Confirmed,Account Blocked,,External Partner,Newcastle,73,False
9174,6,2025-09-16,2025-09-16 15:06:00,ML Model,0.82,11211,447280510719,1321.14,0.0,1321.14,Resolved,Law Enforcement,2025-09-25,Security,Manchester,60,False
9175,1,2025-08-15,2025-08-15 10:58:00,ML Model,0.81,351,447712179432,3240.07,0.0,3240.07,Confirmed,Write-off,,Revenue Assurance,London,86,False
9176,9,2025-07-14,2025-07-14 20:40:00,Rule Engine,,12678,447245648637,1798.85,0.0,1798.85,Confirmed,Refund Issued,,Fraud Ops,London,96,True
9177,1,2025-07-16,2025-07-16 08:40:00,Rule Engine,,12706,447399370889,2178.22,0.0,2178.22,Resolved,Account Blocked,2025-07-22,Security,Cardiff,64,False
9178,5,2025-08-06,2025-08-06 20:35:00,Partner Alert,,6941,447660283942,7735.94,3985.05,3195.19,False Positive,,,Security,Leicester,76,False
9179,2,2026-02-15,2026-02-15 05:07:00,ML Model,0.69,8401,447971145180,2152.85,0.0,2152.85,Resolved,Customer Warned,2026-03-16,Security,Sheffield,89,False
9180,7,2025-05-25,2025-05-25 09:08:00,Customer Report,,14020,447402545652,957.5,504.59,258.82,False Positive,,,Security,Newcastle,93,False
9181,7,2025-08-06,2025-08-06 12:17:00,Partner Alert,,15688,447538945901,1732.96,0.0,1732.96,Resolved,Write-off,2025-08-25,Revenue Assurance,Bristol,68,False
9182,9,2026-02-03,2026-02-03 08:27:00,Real-time Monitor,,14622,447505035624,641.96,0.0,641.96,Resolved,Law Enforcement,2026-02-06,Security,Leeds,82,False
9183,2,2025-10-30,2025-10-30 08:59:00,ML Model,0.89,26116,447164716255,4921.79,0.0,4921.79,Detected,,,Security,Leeds,91,False
9184,6,2025-06-09,2025-06-09 21:12:00,ML Model,0.81,13219,447255169645,410.11,0.0,410.11,Confirmed,Account Blocked,,External Partner,Sheffield,77,False
9185,11,2025-07-06,2025-07-06 04:55:00,ML Model,0.69,11267,447915247893,3880.08,1438.24,1082.28,Investigating,,,Fraud Ops,Newcastle,83,False
9186,4,2025-02-07,2025-02-07 10:23:00,Partner Alert,,5457,447807426426,222.47,133.65,55.69,Investigating,,,Fraud Ops,Bristol,61,False
9187,6,2025-09-01,2025-09-01 07:51:00,ML Model,0.83,8339,447998209429,1361.48,509.2,656.07,Escalated,,,Fraud Ops,London,99,False
9188,1,2025-07-09,2025-07-09 00:33:00,Partner Alert,,2529,447912265199,381.58,134.73,138.41,Investigating,,,Revenue Assurance,Leicester,94,False
9189,3,2025-05-23,2025-05-23 14:20:00,ML Model,0.85,14336,447831311406,19599.98,0.0,19599.98,Confirmed,Refund Issued,,Security,Sheffield,81,False
9190,3,2025-06-11,2025-06-11 10:49:00,Manual Review,,26051,447366852875,35731.45,0.0,35731.45,Detected,,,External Partner,Leeds,90,False
9191,2,2025-11-09,2025-11-09 05:29:00,Customer Report,,19776,447412595256,2524.5,0.0,2524.5,Resolved,Customer Warned,2025-11-16,Fraud Ops,Cardiff,91,False
9192,1,2025-01-10,2025-01-10 06:51:00,Rule Engine,,9505,447953791565,2750.2,0.0,2750.2,Confirmed,Customer Warned,,Security,Leeds,98,False
9193,2,2025-09-08,2025-09-08 07:15:00,Partner Alert,,22512,447569958930,3145.05,0.0,3145.05,Resolved,Law Enforcement,2025-09-26,Revenue Assurance,Bristol,65,False
9194,2,2025-07-22,2025-07-22 09:24:00,Rule Engine,,28082,447365921141,2976.32,1713.97,1312.11,False Positive,,,External Partner,London,89,False
9195,2,2025-02-05,2025-02-05 18:59:00,Partner Alert,,1856,447671746724,1908.71,1508.47,458.44,False Positive,,,Revenue Assurance,Glasgow,69,False
9196,5,2025-10-08,2025-10-08 22:43:00,ML Model,0.89,6049,447334916102,32656.47,10959.81,16277.87,Investigating,,,Revenue Assurance,Cardiff,66,False
9197,1,2025-01-31,2025-01-31 01:21:00,Manual Review,,23373,447774509676,1435.96,0.0,1435.96,Resolved,No Action,2025-02-21,Fraud Ops,Liverpool,73,False
9198,9,2025-07-21,2025-07-21 02:57:00,ML Model,0.88,27241,447473293818,658.03,0.0,658.03,Confirmed,Customer Warned,,Revenue Assurance,Southampton,69,False
9199,3,2025-03-23,2025-03-23 05:06:00,Rule Engine,,3471,447672363115,3631.82,0.0,3631.82,Confirmed,Account Blocked,,Fraud Ops,Leeds,80,False
9200,5,2025-03-15,2025-03-15 03:48:00,ML Model,0.97,18787,447530201115,32932.76,0.0,32932.76,Resolved,Customer Warned,2025-04-08,Security,Birmingham,82,False
9201,2,2025-11-04,2025-11-04 10:18:00,ML Model,0.81,1430,447569740906,1596.06,0.0,1596.06,Resolved,Law Enforcement,2025-11-17,Revenue Assurance,Glasgow,86,False
9202,4,2025-06-10,2025-06-10 12:21:00,ML Model,0.8,29880,447669817706,855.34,317.85,301.87,False Positive,,,Security,Newcastle,75,False
9203,12,2025-06-02,2025-06-02 19:07:00,Rule Engine,,3262,447706024494,1459.42,0.0,1459.42,Resolved,Refund Issued,2025-06-13,Revenue Assurance,Sheffield,61,False
9204,4,2025-05-16,2025-05-16 15:53:00,Partner Alert,,1542,447564457523,1316.06,614.55,438.87,Investigating,,,Security,Leicester,60,False
9205,11,2025-12-03,2025-12-03 09:05:00,Manual Review,,18386,447188982539,3933.48,1806.63,1872.75,False Positive,,,Security,Newcastle,80,True
9206,2,2025-02-06,2025-02-06 07:40:00,Rule Engine,,9168,447483101726,2817.71,0.0,2817.71,Resolved,Law Enforcement,2025-02-13,Security,Birmingham,66,True
9207,3,2025-08-01,2025-08-01 07:37:00,Rule Engine,,22411,447169990731,27009.93,20811.62,8545.42,False Positive,,,Revenue Assurance,Bristol,81,False
9208,5,2025-03-17,2025-03-17 03:31:00,ML Model,0.68,4004,447403575430,17254.45,0.0,17254.45,Resolved,Refund Issued,2025-04-11,External Partner,Birmingham,99,True
9209,4,2025-08-12,2025-08-12 19:32:00,Rule Engine,,16827,447535136452,194.83,0.0,194.83,Resolved,Customer Warned,2025-09-09,Security,Birmingham,70,False
9210,1,2025-11-11,2025-11-11 11:26:00,Rule Engine,,21938,447747337373,4498.41,0.0,4498.41,Resolved,Refund Issued,2025-12-07,External Partner,Leeds,66,False
9211,2,2025-10-29,2025-10-29 14:32:00,Manual Review,,9164,447918021262,622.13,0.0,622.13,Detected,,,Fraud Ops,London,79,False
9212,5,2025-11-26,2025-11-26 06:22:00,Rule Engine,,2133,447745346399,31027.38,20951.99,7047.19,Escalated,,,Fraud Ops,Leeds,68,False
9213,10,2025-03-29,2025-03-29 09:02:00,Customer Report,,20577,447531553200,1575.36,984.68,691.52,False Positive,,,Security,Cardiff,89,False
9214,11,2026-02-04,2026-02-04 14:50:00,Partner Alert,,28084,447196602134,2404.48,0.0,2404.48,Confirmed,Account Blocked,,Revenue Assurance,Liverpool,65,False
9215,5,2025-12-08,2025-12-08 23:27:00,Customer Report,,17722,447749590243,5830.94,0.0,5830.94,Resolved,No Action,2026-01-05,Fraud Ops,Edinburgh,84,True
9216,12,2025-05-01,2025-05-01 12:30:00,ML Model,0.68,15010,447227532636,227.89,0.0,227.89,Resolved,Customer Warned,2025-05-29,Security,Newcastle,63,False
9217,9,2025-03-21,2025-03-21 18:12:00,Real-time Monitor,,21565,447698329710,1369.82,0.0,1369.82,Detected,,,Revenue Assurance,Cardiff,77,False
9218,2,2025-04-13,2025-04-13 15:06:00,Manual Review,,26863,447375203628,3424.91,1730.87,1459.11,False Positive,,,Revenue Assurance,Leicester,81,False
9219,5,2025-11-30,2025-11-30 17:33:00,Rule Engine,,12686,447677926921,46835.62,0.0,46835.62,Confirmed,Customer Warned,,Fraud Ops,Manchester,100,True
9220,9,2025-01-12,2025-01-12 08:37:00,Customer Report,,26847,447175433898,920.87,0.0,920.87,Confirmed,No Action,,Revenue Assurance,Glasgow,81,False
9221,9,2025-07-27,2025-07-27 13:10:00,Partner Alert,,17508,447595293106,1395.33,0.0,1395.33,Resolved,No Action,2025-08-02,Security,Bristol,75,False
9222,1,2025-05-05,2025-05-05 16:04:00,Rule Engine,,4371,447176558518,2894.35,0.0,2894.35,Detected,,,Fraud Ops,Glasgow,98,False
9223,8,2025-04-04,2025-04-04 02:59:00,ML Model,0.98,18480,447773281487,14186.26,0.0,14186.26,Resolved,No Action,2025-04-21,Security,Glasgow,65,False
9224,10,2025-09-20,2025-09-20 00:18:00,Rule Engine,,21671,447276258138,1494.48,0.0,1494.48,Confirmed,Account Blocked,,Security,Manchester,90,False
9225,2,2025-12-24,2025-12-24 05:16:00,Customer Report,,24223,447433334742,1959.39,0.0,1959.39,Confirmed,No Action,,Security,Birmingham,86,False
9226,10,2025-10-20,2025-10-20 05:21:00,ML Model,0.75,7681,447288985883,725.44,0.0,725.44,Confirmed,No Action,,Fraud Ops,Southampton,77,True
9227,6,2025-02-15,2025-02-15 21:37:00,ML Model,0.72,9483,447616166946,72.03,0.0,72.03,Resolved,Law Enforcement,2025-03-06,Revenue Assurance,Edinburgh,95,False
9228,6,2025-11-26,2025-11-26 08:11:00,Customer Report,,25106,447773380399,1600.07,0.0,1600.07,Confirmed,No Action,,Fraud Ops,Manchester,76,False
9229,6,2025-02-19,2025-02-19 15:08:00,ML Model,0.7,3417,447319595152,440.03,142.24,204.68,Investigating,,,External Partner,Edinburgh,91,True
9230,10,2025-03-04,2025-03-04 07:57:00,ML Model,0.93,8464,447363171229,434.78,0.0,434.78,Resolved,No Action,2025-03-30,Security,Newcastle,100,False
9231,9,2025-10-13,2025-10-13 08:33:00,Manual Review,,16340,447995898005,1746.95,0.0,1746.95,Resolved,Law Enforcement,2025-11-07,Security,Manchester,93,False
9232,4,2025-06-11,2025-06-11 10:35:00,Customer Report,,24400,447188186458,1704.62,0.0,1704.62,Detected,,,Revenue Assurance,Birmingham,71,False
9233,8,2025-09-22,2025-09-22 10:57:00,Manual Review,,12431,447124716137,1817.95,784.14,513.8,False Positive,,,External Partner,Edinburgh,84,False
9234,2,2025-06-08,2025-06-08 07:12:00,Customer Report,,25778,447902323845,3193.93,0.0,3193.93,Resolved,Write-off,2025-07-02,Security,Edinburgh,85,False
9235,4,2025-05-14,2025-05-14 23:35:00,ML Model,0.76,19669,447564808671,434.51,0.0,434.51,Confirmed,No Action,,External Partner,Southampton,91,False
9236,8,2025-05-24,2025-05-24 13:44:00,Partner Alert,,17483,447268281440,6169.17,0.0,6169.17,Confirmed,Customer Warned,,Revenue Assurance,Belfast,74,False
9237,12,2026-02-02,2026-02-02 21:50:00,Real-time Monitor,,12505,447452286377,1535.3,0.0,1535.3,Confirmed,Write-off,,Security,Cardiff,85,False
9238,5,2025-08-18,2025-08-18 04:37:00,Real-time Monitor,,19809,447483245987,20554.99,0.0,20554.99,Resolved,No Action,2025-08-24,Security,Birmingham,95,False
9239,6,2025-09-19,2025-09-19 08:22:00,Rule Engine,,22461,447492735592,1059.03,582.27,447.2,False Positive,,,Fraud Ops,Cardiff,70,False
9240,2,2026-02-20,2026-02-20 22:18:00,ML Model,0.93,28459,447985391565,3223.18,0.0,3223.18,Confirmed,Account Blocked,,Security,Cardiff,100,False
9241,11,2026-01-14,2026-01-14 15:14:00,Customer Report,,18524,447272415372,310.64,0.0,310.64,Resolved,Law Enforcement,2026-01-22,Security,Leeds,87,False
9242,2,2025-03-30,2025-03-30 17:21:00,Rule Engine,,7302,447385452516,873.23,0.0,873.23,Confirmed,No Action,,Security,Southampton,92,False
9243,1,2025-04-10,2025-04-10 09:24:00,Customer Report,,15191,447428041855,1646.4,0.0,1646.4,Resolved,Customer Warned,2025-04-19,Fraud Ops,Manchester,94,True
9244,8,2025-07-01,2025-07-01 09:41:00,Customer Report,,8233,447803148846,19621.43,0.0,19621.43,Resolved,Account Blocked,2025-07-12,Fraud Ops,Newcastle,79,False
9245,6,2025-08-16,2025-08-16 13:34:00,Customer Report,,8964,447145762983,1824.83,1361.23,572.46,Escalated,,,Revenue Assurance,Newcastle,90,True
9246,1,2025-12-29,2025-12-29 08:32:00,Rule Engine,,12995,447254251545,3250.4,2100.63,1137.5,False Positive,,,Revenue Assurance,Leeds,94,False
9247,9,2025-09-10,2025-09-10 23:58:00,ML Model,0.67,29603,447686590035,1724.32,1116.34,791.43,False Positive,,,Revenue Assurance,Southampton,64,False
9248,5,2025-12-14,2025-12-14 23:59:00,Manual Review,,8282,447844437134,21905.38,0.0,21905.38,Confirmed,Customer Warned,,External Partner,Belfast,98,False
9249,6,2025-01-13,2025-01-13 13:02:00,Customer Report,,13457,447798999117,1521.08,0.0,1521.08,Confirmed,Customer Warned,,Security,London,76,True
9250,3,2025-08-08,2025-08-08 15:39:00,ML Model,0.96,21686,447215697082,17934.76,0.0,17934.76,Resolved,No Action,2025-08-09,Security,Glasgow,70,False
9251,11,2026-02-13,2026-02-13 14:44:00,Rule Engine,,23553,447615845868,2579.33,1928.23,980.33,False Positive,,,Revenue Assurance,Cardiff,99,False
9252,2,2025-02-15,2025-02-15 03:59:00,Partner Alert,,1925,447608565630,1270.31,0.0,1270.31,Detected,,,Security,Bristol,100,False
9253,2,2025-06-27,2025-06-27 17:30:00,Real-time Monitor,,1100,447261947368,277.87,0.0,277.87,Confirmed,No Action,,Fraud Ops,Edinburgh,80,False
9254,8,2025-03-09,2025-03-09 09:05:00,Rule Engine,,5085,447290758978,22392.6,14243.31,8917.39,Investigating,,,Fraud Ops,Bristol,82,False
9255,4,2025-01-25,2025-01-25 03:15:00,Partner Alert,,17011,447661405608,1264.32,0.0,1264.32,Resolved,Law Enforcement,2025-02-03,External Partner,London,73,True
9256,3,2025-04-23,2025-04-23 22:36:00,Real-time Monitor,,4094,447902352596,49663.43,28753.34,24402.23,Escalated,,,Revenue Assurance,Newcastle,65,False
9257,1,2025-10-30,2025-10-30 08:34:00,Customer Report,,21983,447948943189,1620.81,0.0,1620.81,Confirmed,Refund Issued,,Fraud Ops,London,81,False
9258,2,2025-06-27,2025-06-27 06:51:00,ML Model,0.86,6278,447287465542,3748.63,0.0,3748.63,Detected,,,Fraud Ops,Nottingham,89,False
9259,1,2025-07-30,2025-07-30 12:58:00,Rule Engine,,16219,447332281401,4084.98,0.0,4084.98,Confirmed,Law Enforcement,,Revenue Assurance,Birmingham,89,False
9260,11,2025-12-23,2025-12-23 06:44:00,Rule Engine,,20793,447112617940,4184.09,1495.27,915.89,False Positive,,,Revenue Assurance,Southampton,74,False
9261,6,2026-02-05,2026-02-05 03:39:00,Customer Report,,3224,447232920110,1159.92,671.55,411.23,False Positive,,,Security,Liverpool,66,False
9262,1,2025-06-26,2025-06-26 13:28:00,ML Model,0.69,18567,447450358920,357.16,0.0,357.16,Resolved,No Action,2025-07-24,Fraud Ops,Sheffield,75,False
9263,2,2025-03-11,2025-03-11 10:20:00,ML Model,0.67,24264,447140143183,1906.67,0.0,1906.67,Resolved,Refund Issued,2025-04-08,Revenue Assurance,Leicester,78,False
9264,12,2025-09-14,2025-09-14 06:27:00,Manual Review,,5037,447807602586,52.99,0.0,52.99,Resolved,Customer Warned,2025-09-29,External Partner,Manchester,90,True
9265,6,2025-02-08,2025-02-08 00:24:00,Real-time Monitor,,8380,447192794669,1423.17,727.86,452.47,False Positive,,,Revenue Assurance,Leeds,86,False
9266,6,2025-12-14,2025-12-14 02:14:00,ML Model,0.97,21304,447804791081,946.41,0.0,946.41,Resolved,Write-off,2025-12-24,Fraud Ops,Leicester,96,True
9267,4,2025-05-21,2025-05-21 20:32:00,ML Model,0.87,7998,447599389515,654.4,270.38,149.62,False Positive,,,Revenue Assurance,Leicester,88,False
9268,3,2025-09-10,2025-09-10 08:39:00,Customer Report,,6811,447699792983,7514.73,0.0,7514.73,Resolved,Account Blocked,2025-09-11,Fraud Ops,London,95,False
9269,9,2025-12-28,2025-12-28 11:53:00,ML Model,0.8,16134,447832762499,1399.05,0.0,1399.05,Confirmed,Customer Warned,,Fraud Ops,Edinburgh,93,False
9270,1,2025-04-09,2025-04-09 20:50:00,Rule Engine,,20761,447131199303,3261.65,0.0,3261.65,Confirmed,Account Blocked,,Revenue Assurance,Edinburgh,61,True
9271,2,2025-02-19,2025-02-19 13:30:00,Rule Engine,,18709,447504303405,2954.71,1060.09,837.52,Investigating,,,Security,London,86,False
9272,9,2025-10-30,2025-10-30 19:56:00,ML Model,0.81,16235,447268761077,726.05,0.0,726.05,Resolved,Refund Issued,2025-11-10,Fraud Ops,Nottingham,61,False
9273,10,2025-05-23,2025-05-23 10:01:00,Partner Alert,,8586,447228652412,505.1,271.06,142.64,Investigating,,,Fraud Ops,Leeds,71,False
9274,2,2026-02-04,2026-02-04 21:05:00,Rule Engine,,18518,447580615040,779.61,0.0,779.61,Resolved,Refund Issued,2026-02-16,External Partner,Edinburgh,90,False
9275,8,2025-07-08,2025-07-08 02:20:00,ML Model,0.82,11782,447311597316,34681.73,0.0,34681.73,Detected,,,Security,Glasgow,82,False
9276,4,2025-02-12,2025-02-12 14:36:00,Partner Alert,,17595,447994959025,1735.55,0.0,1735.55,Confirmed,No Action,,Security,Leicester,96,False
9277,2,2026-01-20,2026-01-20 17:43:00,Rule Engine,,18679,447838821217,3449.34,1372.82,1272.98,Escalated,,,External Partner,Bristol,98,False
9278,1,2026-01-29,2026-01-29 00:20:00,Real-time Monitor,,28663,447483988306,707.04,0.0,707.04,Confirmed,Account Blocked,,Security,Liverpool,89,False
9279,3,2025-06-23,2025-06-23 14:32:00,Rule Engine,,15212,447735199315,42693.98,21013.95,19595.3,False Positive,,,Security,Cardiff,72,False
9280,10,2025-04-02,2025-04-02 01:19:00,ML Model,0.86,22787,447303206355,137.28,0.0,137.28,Confirmed,No Action,,Security,Cardiff,73,False
9281,1,2025-03-28,2025-03-28 02:33:00,Rule Engine,,13720,447353192295,4536.42,0.0,4536.42,Detected,,,External Partner,Sheffield,73,False
9282,11,2025-10-21,2025-10-21 19:54:00,ML Model,0.82,300,447986664463,1075.06,0.0,1075.06,Resolved,No Action,2025-11-09,Fraud Ops,Leicester,79,False
9283,2,2025-02-27,2025-02-27 23:37:00,Rule Engine,,10790,447602938154,856.53,0.0,856.53,Resolved,Law Enforcement,2025-03-27,Revenue Assurance,Manchester,85,False
9284,6,2026-02-14,2026-02-14 16:08:00,ML Model,0.82,23858,447242789805,1350.84,508.68,446.78,Investigating,,,Fraud Ops,Bristol,78,False
9285,2,2025-06-09,2025-06-09 04:06:00,Manual Review,,9063,447754808116,3997.69,0.0,3997.69,Confirmed,Customer Warned,,Security,London,87,False
9286,10,2025-09-22,2025-09-22 17:53:00,ML Model,0.95,12437,447655438643,1775.03,0.0,1775.03,Confirmed,Account Blocked,,External Partner,Southampton,71,False
9287,1,2025-03-27,2025-03-27 21:23:00,Partner Alert,,20614,447458569274,4683.13,0.0,4683.13,Detected,,,Security,Manchester,99,False
9288,1,2025-12-17,2025-12-17 21:09:00,Rule Engine,,25688,447444606541,3193.16,1242.57,1492.03,False Positive,,,Fraud Ops,Leicester,72,False
9289,1,2025-04-02,2025-04-02 16:16:00,Partner Alert,,27426,447550330588,4953.1,0.0,4953.1,Resolved,No Action,2025-04-04,External Partner,Leicester,98,False
9290,6,2025-03-16,2025-03-16 12:08:00,ML Model,0.7,7463,447871690143,1675.09,0.0,1675.09,Resolved,Account Blocked,2025-03-22,External Partner,Bristol,70,False
9291,8,2025-06-15,2025-06-15 04:59:00,Customer Report,,8954,447891976833,40544.06,0.0,40544.06,Resolved,Customer Warned,2025-06-25,Security,Manchester,85,False
9292,5,2025-05-07,2025-05-07 17:15:00,Rule Engine,,5916,447534471834,36788.39,0.0,36788.39,Confirmed,Write-off,,Revenue Assurance,Glasgow,98,False
9293,3,2025-05-10,2025-05-10 17:31:00,Partner Alert,,27796,447548531249,10008.84,0.0,10008.84,Detected,,,Revenue Assurance,Nottingham,85,False
9294,5,2025-06-07,2025-06-07 20:40:00,Rule Engine,,9210,447470676981,48729.93,0.0,48729.93,Resolved,Account Blocked,2025-06-18,Revenue Assurance,Leeds,73,False
9295,8,2026-01-13,2026-01-13 00:15:00,ML Model,0.72,151,447470414517,32860.67,0.0,32860.67,Detected,,,Fraud Ops,Manchester,62,False
9296,11,2025-02-20,2025-02-20 18:53:00,Real-time Monitor,,15040,447659732512,964.66,450.3,220.34,False Positive,,,Fraud Ops,Bristol,92,False
9297,5,2025-01-24,2025-01-24 04:47:00,Real-time Monitor,,5503,447321432273,44803.42,0.0,44803.42,Detected,,,Fraud Ops,Liverpool,84,False
9298,5,2025-03-06,2025-03-06 03:52:00,Rule Engine,,16481,447383389642,10498.04,3842.07,2695.68,False Positive,,,Security,Liverpool,84,False
9299,6,2026-02-19,2026-02-19 05:08:00,Partner Alert,,21803,447506593560,1922.92,0.0,1922.92,Confirmed,Law Enforcement,,Security,Cardiff,89,False
